,hour,dispatch,dual,offer,lmp,capacity
313_PV_2-9,9,68.791667,0.000000,0.000000,0.000000,68.791667
313_RTPV_9-9,9,42.241667,0.000000,0.000000,0.000000,42.241667
317_WIND_1-9,9,415.013483,0.000000,0.000000,0.000000,770.516667
303_WIND_1-9,9,586.288265,0.000000,0.000000,0.000000,802.991667
324_PV_2-9,9,0.000000,0.000000,0.000000,0.000000,38.866667
312_PV_1-9,9,69.641667,0.000000,0.000000,0.000000,69.641667
314_PV_2-9,9,35.233333,0.000000,0.000000,0.000000,35.233333
313_RTPV_11-9,9,0.000000,0.000000,0.000000,0.000000,40.316667
324_PV_3-9,9,0.000000,0.000000,0.000000,0.000000,28.641667
314_PV_4-9,9,0.000000,0.000000,0.000000,0.000000,34.875000
320_RTPV_4-9,9,0.000000,0.000000,0.000000,0.000000,17.841667
320_PV_1-9,9,-0.000000,0.000000,0.000000,0.000000,38.350000
324_PV_1-10,10,0.000000,0.000000,0.000000,0.000000,37.925000
313_RTPV_3-10,10,0.000000,0.000000,0.000000,0.000000,43.925000
319_PV_1-10,10,0.000000,0.000000,0.000000,0.000000,128.666667
320_RTPV_6-10,10,0.000000,0.000000,0.000000,0.000000,7.433333
310_PV_2-10,10,39.533333,0.000000,0.000000,0.000000,39.533333
313_PV_1-10,10,0.000000,0.000000,0.000000,0.000000,73.758333
320_RTPV_2-10,10,0.000000,0.000000,0.000000,0.000000,19.758333
313_RTPV_1-10,10,0.000000,0.000000,0.000000,0.000000,62.450000
313_RTPV_12-10,10,20.500000,0.000000,0.000000,0.000000,20.500000
320_RTPV_5-10,10,0.000000,0.000000,0.000000,0.000000,20.000000
313_RTPV_10-10,10,0.000000,0.000000,0.000000,0.000000,49.650000
314_PV_1-10,10,34.025000,0.000000,0.000000,0.000000,34.025000
313_RTPV_2-10,10,11.516667,0.000000,0.000000,0.000000,11.516667
310_PV_1-10,10,39.141667,0.000000,0.000000,0.000000,39.141667
313_RTPV_4-10,10,0.000000,0.000000,0.000000,0.000000,41.491667
320_RTPV_3-10,10,0.000000,0.000000,0.000000,0.000000,20.116667
313_RTPV_8-10,10,0.000000,0.000000,0.000000,0.000000,47.308333
313_RTPV_13-10,10,19.533333,0.000000,0.000000,0.000000,19.533333
313_RTPV_5-10,10,35.041667,0.000000,0.000000,0.000000,35.041667
309_WIND_1-10,10,143.683333,0.000000,0.000000,0.000000,143.683333
314_PV_3-10,10,0.000000,0.000000,0.000000,0.000000,73.850000
313_RTPV_7-10,10,0.000000,0.000000,0.000000,0.000000,20.791667
320_RTPV_1-10,10,0.000000,0.000000,0.000000,0.000000,21.833333
308_RTPV_1-10,10,65.158333,0.000000,0.000000,0.000000,65.158333
313_RTPV_6-10,10,0.000000,0.000000,0.000000,0.000000,39.091667
313_PV_2-10,10,72.725000,0.000000,0.000000,0.000000,72.725000
313_RTPV_9-10,10,0.000000,0.000000,0.000000,0.000000,41.491667
317_WIND_1-10,10,714.231783,0.000000,0.000000,0.000000,739.083333
303_WIND_1-10,10,537.643674,0.000000,0.000000,0.000000,774.216667
324_PV_2-10,10,0.000000,0.000000,0.000000,0.000000,39.608333
312_PV_1-10,10,73.158333,0.000000,0.000000,0.000000,73.158333
314_PV_2-10,10,0.000000,0.000000,0.000000,0.000000,35.741667
313_RTPV_11-10,10,0.000000,0.000000,0.000000,0.000000,48.933333
324_PV_3-10,10,0.000000,0.000000,0.000000,0.000000,29.233333
314_PV_4-10,10,0.000000,0.000000,0.000000,0.000000,31.216667
320_RTPV_4-10,10,0.000000,0.000000,0.000000,0.000000,19.791667
320_PV_1-10,10,-0.000000,0.000000,0.000000,0.000000,37.941667
324_PV_1-11,11,0.000000,0.000000,0.000000,0.000000,39.716667
313_RTPV_3-11,11,43.991667,0.000000,0.000000,0.000000,43.991667
319_PV_1-11,11,137.991667,0.000000,0.000000,0.000000,137.991667
